GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median contract rent,Margin of Error; Median contract rent
1400000US47037010103,47037010103,"Census Tract 101.03, Davidson County, Tennessee",392,43
1400000US47037010104,47037010104,"Census Tract 101.04, Davidson County, Tennessee",607,78
1400000US47037010105,47037010105,"Census Tract 101.05, Davidson County, Tennessee",595,65
1400000US47037010106,47037010106,"Census Tract 101.06, Davidson County, Tennessee",446,190
1400000US47037010201,47037010201,"Census Tract 102.01, Davidson County, Tennessee",733,180
1400000US47037010202,47037010202,"Census Tract 102.02, Davidson County, Tennessee",637,150
1400000US47037010301,47037010301,"Census Tract 103.01, Davidson County, Tennessee",694,64
1400000US47037010302,47037010302,"Census Tract 103.02, Davidson County, Tennessee",794,117
1400000US47037010303,47037010303,"Census Tract 103.03, Davidson County, Tennessee",789,53
1400000US47037010401,47037010401,"Census Tract 104.01, Davidson County, Tennessee",756,89
1400000US47037010402,47037010402,"Census Tract 104.02, Davidson County, Tennessee",571,45
1400000US47037010501,47037010501,"Census Tract 105.01, Davidson County, Tennessee",421,216
1400000US47037010502,47037010502,"Census Tract 105.02, Davidson County, Tennessee",711,106
1400000US47037010601,47037010601,"Census Tract 106.01, Davidson County, Tennessee",510,63
1400000US47037010602,47037010602,"Census Tract 106.02, Davidson County, Tennessee",649,187
1400000US47037010701,47037010701,"Census Tract 107.01, Davidson County, Tennessee",591,26
1400000US47037010702,47037010702,"Census Tract 107.02, Davidson County, Tennessee",533,28
1400000US47037010801,47037010801,"Census Tract 108.01, Davidson County, Tennessee",645,39
1400000US47037010802,47037010802,"Census Tract 108.02, Davidson County, Tennessee",636,173
1400000US47037010901,47037010901,"Census Tract 109.01, Davidson County, Tennessee",617,36
1400000US47037010903,47037010903,"Census Tract 109.03, Davidson County, Tennessee",607,29
1400000US47037010904,47037010904,"Census Tract 109.04, Davidson County, Tennessee",519,45
1400000US47037011001,47037011001,"Census Tract 110.01, Davidson County, Tennessee",529,34
1400000US47037011002,47037011002,"Census Tract 110.02, Davidson County, Tennessee",583,45
1400000US47037011100,47037011100,"Census Tract 111, Davidson County, Tennessee",684,93
1400000US47037011200,47037011200,"Census Tract 112, Davidson County, Tennessee",683,45
1400000US47037011300,47037011300,"Census Tract 113, Davidson County, Tennessee",567,42
1400000US47037011400,47037011400,"Census Tract 114, Davidson County, Tennessee",543,52
1400000US47037011500,47037011500,"Census Tract 115, Davidson County, Tennessee",660,48
1400000US47037011600,47037011600,"Census Tract 116, Davidson County, Tennessee",713,59
1400000US47037011700,47037011700,"Census Tract 117, Davidson County, Tennessee",528,28
1400000US47037011800,47037011800,"Census Tract 118, Davidson County, Tennessee",624,45
1400000US47037011900,47037011900,"Census Tract 119, Davidson County, Tennessee",504,44
1400000US47037012100,47037012100,"Census Tract 121, Davidson County, Tennessee",612,67
1400000US47037012200,47037012200,"Census Tract 122, Davidson County, Tennessee",760,139
1400000US47037012600,47037012600,"Census Tract 126, Davidson County, Tennessee",591,26
1400000US47037012701,47037012701,"Census Tract 127.01, Davidson County, Tennessee",509,105
1400000US47037012702,47037012702,"Census Tract 127.02, Davidson County, Tennessee",534,209
1400000US47037012801,47037012801,"Census Tract 128.01, Davidson County, Tennessee",462,98
1400000US47037012802,47037012802,"Census Tract 128.02, Davidson County, Tennessee",613,100
1400000US47037013000,47037013000,"Census Tract 130, Davidson County, Tennessee",-,**
1400000US47037013100,47037013100,"Census Tract 131, Davidson County, Tennessee",572,26
1400000US47037013201,47037013201,"Census Tract 132.01, Davidson County, Tennessee",674,23
1400000US47037013202,47037013202,"Census Tract 132.02, Davidson County, Tennessee",714,123
1400000US47037013300,47037013300,"Census Tract 133, Davidson County, Tennessee",629,43
1400000US47037013400,47037013400,"Census Tract 134, Davidson County, Tennessee",904,90
1400000US47037013500,47037013500,"Census Tract 135, Davidson County, Tennessee",693,46
1400000US47037013601,47037013601,"Census Tract 136.01, Davidson County, Tennessee",407,40
1400000US47037013602,47037013602,"Census Tract 136.02, Davidson County, Tennessee",550,402
1400000US47037013700,47037013700,"Census Tract 137, Davidson County, Tennessee",545,130
1400000US47037013800,47037013800,"Census Tract 138, Davidson County, Tennessee",469,106
1400000US47037013900,47037013900,"Census Tract 139, Davidson County, Tennessee",476,51
1400000US47037014200,47037014200,"Census Tract 142, Davidson County, Tennessee",444,30
1400000US47037014300,47037014300,"Census Tract 143, Davidson County, Tennessee",526,34
1400000US47037014400,47037014400,"Census Tract 144, Davidson County, Tennessee",493,110
1400000US47037014800,47037014800,"Census Tract 148, Davidson County, Tennessee",111,116
1400000US47037015100,47037015100,"Census Tract 151, Davidson County, Tennessee",765,35
1400000US47037015200,47037015200,"Census Tract 152, Davidson County, Tennessee",637,232
1400000US47037015300,47037015300,"Census Tract 153, Davidson County, Tennessee",691,69
1400000US47037015401,47037015401,"Census Tract 154.01, Davidson County, Tennessee",720,51
1400000US47037015402,47037015402,"Census Tract 154.02, Davidson County, Tennessee",679,59
1400000US47037015404,47037015404,"Census Tract 154.04, Davidson County, Tennessee",683,57
1400000US47037015405,47037015405,"Census Tract 154.05, Davidson County, Tennessee",691,78
1400000US47037015501,47037015501,"Census Tract 155.01, Davidson County, Tennessee",752,39
1400000US47037015502,47037015502,"Census Tract 155.02, Davidson County, Tennessee",692,53
1400000US47037015609,47037015609,"Census Tract 156.09, Davidson County, Tennessee",810,37
1400000US47037015610,47037015610,"Census Tract 156.10, Davidson County, Tennessee",743,29
1400000US47037015612,47037015612,"Census Tract 156.12, Davidson County, Tennessee",752,80
1400000US47037015613,47037015613,"Census Tract 156.13, Davidson County, Tennessee",591,34
1400000US47037015614,47037015614,"Census Tract 156.14, Davidson County, Tennessee",693,55
1400000US47037015615,47037015615,"Census Tract 156.15, Davidson County, Tennessee",715,24
1400000US47037015617,47037015617,"Census Tract 156.17, Davidson County, Tennessee",892,128
1400000US47037015618,47037015618,"Census Tract 156.18, Davidson County, Tennessee",763,55
1400000US47037015619,47037015619,"Census Tract 156.19, Davidson County, Tennessee",928,146
1400000US47037015620,47037015620,"Census Tract 156.20, Davidson County, Tennessee",748,72
1400000US47037015622,47037015622,"Census Tract 156.22, Davidson County, Tennessee",627,19
1400000US47037015623,47037015623,"Census Tract 156.23, Davidson County, Tennessee",708,92
1400000US47037015624,47037015624,"Census Tract 156.24, Davidson County, Tennessee",736,26
1400000US47037015625,47037015625,"Census Tract 156.25, Davidson County, Tennessee",911,127
1400000US47037015626,47037015626,"Census Tract 156.26, Davidson County, Tennessee",616,37
1400000US47037015627,47037015627,"Census Tract 156.27, Davidson County, Tennessee",729,154
1400000US47037015628,47037015628,"Census Tract 156.28, Davidson County, Tennessee",673,31
1400000US47037015629,47037015629,"Census Tract 156.29, Davidson County, Tennessee",654,38
1400000US47037015630,47037015630,"Census Tract 156.30, Davidson County, Tennessee",866,417
1400000US47037015631,47037015631,"Census Tract 156.31, Davidson County, Tennessee",1030,525
1400000US47037015700,47037015700,"Census Tract 157, Davidson County, Tennessee",679,53
1400000US47037015802,47037015802,"Census Tract 158.02, Davidson County, Tennessee",563,34
1400000US47037015803,47037015803,"Census Tract 158.03, Davidson County, Tennessee",557,78
1400000US47037015804,47037015804,"Census Tract 158.04, Davidson County, Tennessee",653,26
1400000US47037015900,47037015900,"Census Tract 159, Davidson County, Tennessee",386,36
1400000US47037016000,47037016000,"Census Tract 160, Davidson County, Tennessee",442,97
1400000US47037016100,47037016100,"Census Tract 161, Davidson County, Tennessee",484,79
1400000US47037016200,47037016200,"Census Tract 162, Davidson County, Tennessee",412,183
1400000US47037016300,47037016300,"Census Tract 163, Davidson County, Tennessee",647,75
1400000US47037016400,47037016400,"Census Tract 164, Davidson County, Tennessee",779,44
1400000US47037016500,47037016500,"Census Tract 165, Davidson County, Tennessee",1060,86
1400000US47037016600,47037016600,"Census Tract 166, Davidson County, Tennessee",834,59
1400000US47037016700,47037016700,"Census Tract 167, Davidson County, Tennessee",1128,92
1400000US47037016800,47037016800,"Census Tract 168, Davidson County, Tennessee",963,60
1400000US47037016900,47037016900,"Census Tract 169, Davidson County, Tennessee",747,35
1400000US47037017000,47037017000,"Census Tract 170, Davidson County, Tennessee",778,37
1400000US47037017100,47037017100,"Census Tract 171, Davidson County, Tennessee",891,149
1400000US47037017200,47037017200,"Census Tract 172, Davidson County, Tennessee",640,24
1400000US47037017300,47037017300,"Census Tract 173, Davidson County, Tennessee",660,86
1400000US47037017401,47037017401,"Census Tract 174.01, Davidson County, Tennessee",613,23
1400000US47037017402,47037017402,"Census Tract 174.02, Davidson County, Tennessee",662,87
1400000US47037017500,47037017500,"Census Tract 175, Davidson County, Tennessee",540,143
1400000US47037017701,47037017701,"Census Tract 177.01, Davidson County, Tennessee",647,638
1400000US47037017702,47037017702,"Census Tract 177.02, Davidson County, Tennessee",885,85
1400000US47037017800,47037017800,"Census Tract 178, Davidson County, Tennessee",966,31
1400000US47037017901,47037017901,"Census Tract 179.01, Davidson County, Tennessee",957,235
1400000US47037017902,47037017902,"Census Tract 179.02, Davidson County, Tennessee",1289,476
1400000US47037018000,47037018000,"Census Tract 180, Davidson County, Tennessee",1322,126
1400000US47037018101,47037018101,"Census Tract 181.01, Davidson County, Tennessee",678,24
1400000US47037018102,47037018102,"Census Tract 181.02, Davidson County, Tennessee",763,144
1400000US47037018201,47037018201,"Census Tract 182.01, Davidson County, Tennessee",839,135
1400000US47037018202,47037018202,"Census Tract 182.02, Davidson County, Tennessee",933,31
1400000US47037018203,47037018203,"Census Tract 182.03, Davidson County, Tennessee",886,891
1400000US47037018301,47037018301,"Census Tract 183.01, Davidson County, Tennessee",669,43
1400000US47037018302,47037018302,"Census Tract 183.02, Davidson County, Tennessee",680,14
1400000US47037018401,47037018401,"Census Tract 184.01, Davidson County, Tennessee",842,23
1400000US47037018404,47037018404,"Census Tract 184.04, Davidson County, Tennessee",847,34
1400000US47037018405,47037018405,"Census Tract 184.05, Davidson County, Tennessee",846,47
1400000US47037018407,47037018407,"Census Tract 184.07, Davidson County, Tennessee",-,**
1400000US47037018408,47037018408,"Census Tract 184.08, Davidson County, Tennessee",-,**
1400000US47037018409,47037018409,"Census Tract 184.09, Davidson County, Tennessee",962,116
1400000US47037018410,47037018410,"Census Tract 184.10, Davidson County, Tennessee",855,31
1400000US47037018500,47037018500,"Census Tract 185, Davidson County, Tennessee",1000,218
1400000US47037018601,47037018601,"Census Tract 186.01, Davidson County, Tennessee",1804,276
1400000US47037018602,47037018602,"Census Tract 186.02, Davidson County, Tennessee",1667,1364
1400000US47037018700,47037018700,"Census Tract 187, Davidson County, Tennessee","2,000+",***
1400000US47037018801,47037018801,"Census Tract 188.01, Davidson County, Tennessee",943,89
1400000US47037018803,47037018803,"Census Tract 188.03, Davidson County, Tennessee",982,93
1400000US47037018804,47037018804,"Census Tract 188.04, Davidson County, Tennessee",1805,129
1400000US47037018901,47037018901,"Census Tract 189.01, Davidson County, Tennessee",571,36
1400000US47037018902,47037018902,"Census Tract 189.02, Davidson County, Tennessee",644,54
1400000US47037018904,47037018904,"Census Tract 189.04, Davidson County, Tennessee",716,53
1400000US47037018905,47037018905,"Census Tract 189.05, Davidson County, Tennessee",646,35
1400000US47037019003,47037019003,"Census Tract 190.03, Davidson County, Tennessee",629,68
1400000US47037019004,47037019004,"Census Tract 190.04, Davidson County, Tennessee",664,43
1400000US47037019005,47037019005,"Census Tract 190.05, Davidson County, Tennessee",625,22
1400000US47037019006,47037019006,"Census Tract 190.06, Davidson County, Tennessee",641,61
1400000US47037019105,47037019105,"Census Tract 191.05, Davidson County, Tennessee",633,20
1400000US47037019106,47037019106,"Census Tract 191.06, Davidson County, Tennessee",878,21
1400000US47037019108,47037019108,"Census Tract 191.08, Davidson County, Tennessee",611,30
1400000US47037019109,47037019109,"Census Tract 191.09, Davidson County, Tennessee",685,219
1400000US47037019110,47037019110,"Census Tract 191.10, Davidson County, Tennessee",681,187
1400000US47037019111,47037019111,"Census Tract 191.11, Davidson County, Tennessee",673,39
1400000US47037019112,47037019112,"Census Tract 191.12, Davidson County, Tennessee",664,71
1400000US47037019114,47037019114,"Census Tract 191.14, Davidson County, Tennessee",1156,82
1400000US47037019115,47037019115,"Census Tract 191.15, Davidson County, Tennessee",1844,818
1400000US47037019116,47037019116,"Census Tract 191.16, Davidson County, Tennessee",758,43
1400000US47037019117,47037019117,"Census Tract 191.17, Davidson County, Tennessee",1213,163
1400000US47037019118,47037019118,"Census Tract 191.18, Davidson County, Tennessee",655,35
1400000US47037019200,47037019200,"Census Tract 192, Davidson County, Tennessee",596,123
1400000US47037019300,47037019300,"Census Tract 193, Davidson County, Tennessee",231,62
1400000US47037019400,47037019400,"Census Tract 194, Davidson County, Tennessee",535,73
1400000US47037019500,47037019500,"Census Tract 195, Davidson County, Tennessee",835,46
1400000US47037019600,47037019600,"Census Tract 196, Davidson County, Tennessee",657,69
1400000US47037980100,47037980100,"Census Tract 9801, Davidson County, Tennessee",-,**
1400000US47037980200,47037980200,"Census Tract 9802, Davidson County, Tennessee",-,**
